ssID,Gender,Age,Education,Measure,ITEM (ITA),StimType,Response
1,F,36,21,Dominance,mestolo,UNREL,5
1,F,36,21,Valence,libertà,REL+,5
1,F,36,21,Arousal,libertà,REL+,6
1,F,36,21,Dominance,libertà,REL+,4
1,F,36,21,Valence,profumo,REL-,8
1,F,36,21,Arousal,profumo,REL-,5
1,F,36,21,Dominance,profumo,REL-,7
1,F,36,21,Valence,nettare,UNREL,6
1,F,36,21,Arousal,nettare,UNREL,4
1,F,36,21,Dominance,nettare,UNREL,5
1,F,36,21,Valence,salvare,REL+,9
1,F,36,21,Arousal,salvare,REL+,6
1,F,36,21,Dominance,salvare,REL+,8
1,F,36,21,Valence,ristorante,REL-,2
1,F,36,21,Arousal,ristorante,REL-,5
1,F,36,21,Dominance,ristorante,REL-,7
1,F,36,21,Valence,oceano,UNREL,8
1,F,36,21,Arousal,oceano,UNREL,6
1,F,36,21,Dominance,oceano,UNREL,1
1,F,36,21,Valence,febbre,REL+,2
1,F,36,21,Arousal,febbre,REL+,6
1,F,36,21,Dominance,febbre,REL+,1
1,F,36,21,Valence,mangiare,REL-,9
1,F,36,21,Arousal,mangiare,REL-,6
1,F,36,21,Dominance,mangiare,REL-,3
1,F,36,21,Valence,offendersi,UNREL,3
1,F,36,21,Arousal,offendersi,UNREL,5
1,F,36,21,Dominance,offendersi,UNREL,4
1,F,36,21,Valence,tempo,REL+,2
1,F,36,21,Arousal,tempo,REL+,6
1,F,36,21,Dominance,tempo,REL+,1
1,F,36,21,Valence,sposa,REL-,8
1,F,36,21,Arousal,sposa,REL-,6
1,F,36,21,Dominance,sposa,REL-,8
1,F,36,21,Valence,orgasmo,UNREL,9
1,F,36,21,Arousal,orgasmo,UNREL,6
1,F,36,21,Dominance,orgasmo,UNREL,7
1,F,36,21,Valence,vaiolo,REL+,2
1,F,36,21,Arousal,vaiolo,REL+,6
1,F,36,21,Dominance,vaiolo,REL+,2
1,F,36,21,Valence,tram,REL-,2
1,F,36,21,Arousal,tram,REL-,5
1,F,36,21,Dominance,tram,REL-,3
1,F,36,21,Valence,perfezione,UNREL,7
1,F,36,21,Arousal,perfezione,UNREL,5
1,F,36,21,Dominance,perfezione,UNREL,7
1,F,36,21,Valence,cioccolato,REL+,8
1,F,36,21,Arousal,cioccolato,REL+,5
1,F,36,21,Dominance,cioccolato,REL+,4
1,F,36,21,Valence,costa,REL-,8
1,F,36,21,Arousal,costa,REL-,5
1,F,36,21,Dominance,costa,REL-,4
1,F,36,21,Valence,gusto,UNREL,7
1,F,36,21,Arousal,gusto,UNREL,6
1,F,36,21,Dominance,gusto,UNREL,3
1,F,36,21,Valence,lavare,REL+,3
1,F,36,21,Arousal,lavare,REL+,6
1,F,36,21,Dominance,lavare,REL+,7
1,F,36,21,Valence,uomo,REL-,7
1,F,36,21,Arousal,uomo,REL-,4
1,F,36,21,Dominance,uomo,REL-,4
1,F,36,21,Valence,tradire,UNREL,2
1,F,36,21,Arousal,tradire,UNREL,6
1,F,36,21,Dominance,tradire,UNREL,3
2,M,40,21,PANAS+,Interessato,,3
2,M,40,21,PANAS-,Angosciato,,1
2,M,40,21,PANAS+,Eccitato,,2
2,M,40,21,PANAS-,Turbato,,1
2,M,40,21,PANAS+,Forte,,5
2,M,40,21,PANAS-,Colpevole,,2
2,M,40,21,PANAS-,Spaventato,,1
2,M,40,21,PANAS-,Ostile,,3
2,M,40,21,PANAS+,Entusiasta,,2
2,M,40,21,PANAS+,Orgoglioso,,3
2,M,40,21,PANAS-,Irritabile,,4
2,M,40,21,PANAS+,Concentrato,,4
2,M,40,21,PANAS-,Vergognato,,1
2,M,40,21,PANAS+,Ispirato,,3
2,M,40,21,PANAS-,Nervoso,,3
2,M,40,21,PANAS+,Determinato,,4
2,M,40,21,PANAS+,Attento,,4
2,M,40,21,PANAS-,Agitato,,1
2,M,40,21,PANAS+,Attivo,,3
2,M,40,21,PANAS-,Impaurito,,1
2,M,40,21,FCV-19S,Ho molta paura del coronavirus (COVID-19),,3
2,M,40,21,FCV-19S,Mi mette a disagio pensare al coronavirus (COVID-19),,1
2,M,40,21,FCV-19S,Le mie mani diventano sudate quando penso al coronavirus (COVID-19),,1
2,M,40,21,FCV-19S,Sono preoccupato/a di perdere la mia vita a causa del coronavirus (COVID-19),,1
2,M,40,21,FCV-19S,"Quando guardo le notizie e storie sul coronavirus (COVID-19) sui social media, divento nervoso e ansioso",,1
2,M,40,21,FCV-19S,Non riesco a dormire perché sono preoccupato di contrarre il coronavirus (COVID-19),,1
2,M,40,21,FCV-19S,Il mio cuore batte più velocemente o palpita quando penso di poter contrarre il coronavirus (COVID-19),,1
2,M,40,21,Valence,burro,REL+,7
2,M,40,21,Arousal,burro,REL+,5
2,M,40,21,Dominance,burro,REL+,9
2,M,40,21,Valence,autobus,REL-,3
2,M,40,21,Arousal,autobus,REL-,7
2,M,40,21,Dominance,autobus,REL-,2
2,M,40,21,Valence,affogare,UNREL,2
2,M,40,21,Arousal,affogare,UNREL,8
2,M,40,21,Dominance,affogare,UNREL,2
2,M,40,21,Valence,mondo,REL+,5
2,M,40,21,Arousal,mondo,REL+,4
2,M,40,21,Dominance,mondo,REL+,3
2,M,40,21,Valence,dormire,REL-,4
2,M,40,21,Arousal,dormire,REL-,1
2,M,40,21,Dominance,dormire,REL-,6
2,M,40,21,Valence,baco,UNREL,2
2,M,40,21,Arousal,baco,UNREL,2
2,M,40,21,Dominance,baco,UNREL,9
2,M,40,21,Valence,muffin,REL+,7
2,M,40,21,Arousal,muffin,REL+,6
2,M,40,21,Dominance,muffin,REL+,9
2,M,40,21,Valence,giacca,REL-,4
2,M,40,21,Arousal,giacca,REL-,4
2,M,40,21,Dominance,giacca,REL-,4
2,M,40,21,Valence,cannone,UNREL,5
2,M,40,21,Arousal,cannone,UNREL,8
2,M,40,21,Dominance,cannone,UNREL,7
2,M,40,21,Valence,notizie,REL+,4
2,M,40,21,Arousal,notizie,REL+,7
2,M,40,21,Dominance,notizie,REL+,2
2,M,40,21,Valence,hotel,REL-,3
2,M,40,21,Arousal,hotel,REL-,3
2,M,40,21,Dominance,hotel,REL-,1
2,M,40,21,Valence,cappio,UNREL,3
2,M,40,21,Arousal,cappio,UNREL,6
2,M,40,21,Dominance,cappio,UNREL,5
2,M,40,21,Valence,peste,REL+,1
2,M,40,21,Arousal,peste,REL+,8
2,M,40,21,Dominance,peste,REL+,1
2,M,40,21,Valence,tumore,REL-,1
2,M,40,21,Arousal,tumore,REL-,8
2,M,40,21,Dominance,tumore,REL-,1
2,M,40,21,Valence,corridore,UNREL,3
2,M,40,21,Arousal,corridore,UNREL,5
2,M,40,21,Dominance,corridore,UNREL,5
2,M,40,21,Valence,salute,REL+,7
2,M,40,21,Arousal,salute,REL+,7
2,M,40,21,Dominance,salute,REL+,1
2,M,40,21,Valence,vacanza,REL-,8
2,M,40,21,Arousal,vacanza,REL-,3
2,M,40,21,Dominance,vacanza,REL-,4
2,M,40,21,Valence,dipendente,UNREL,4
2,M,40,21,Arousal,dipendente,UNREL,4
2,M,40,21,Dominance,dipendente,UNREL,5
2,M,40,21,Valence,sole,REL+,5
2,M,40,21,Arousal,sole,REL+,4
2,M,40,21,Dominance,sole,REL+,9
2,M,40,21,Valence,viaggio,REL-,2
2,M,40,21,Arousal,viaggio,REL-,4
2,M,40,21,Dominance,viaggio,REL-,6
2,M,40,21,Valence,disturbare,UNREL,4
2,M,40,21,Arousal,disturbare,UNREL,8
2,M,40,21,Dominance,disturbare,UNREL,5
2,M,40,21,Valence,termometro,REL+,1
2,M,40,21,Arousal,termometro,REL+,4
2,M,40,21,Dominance,termometro,REL+,6
2,M,40,21,Valence,villaggio,REL-,4
2,M,40,21,Arousal,villaggio,REL-,3
2,M,40,21,Dominance,villaggio,REL-,6
2,M,40,21,Valence,fetore,UNREL,3
2,M,40,21,Arousal,fetore,UNREL,6
2,M,40,21,Dominance,fetore,UNREL,4
2,M,40,21,Valence,torta,REL+,8
2,M,40,21,Arousal,torta,REL+,7
2,M,40,21,Dominance,torta,REL+,9
2,M,40,21,Valence,matrimonio,REL-,6
2,M,40,21,Arousal,matrimonio,REL-,4
2,M,40,21,Dominance,matrimonio,REL-,7
2,M,40,21,Valence,firmamento,UNREL,7
2,M,40,21,Arousal,firmamento,UNREL,6
2,M,40,21,Dominance,firmamento,UNREL,9
2,M,40,21,Valence,casa,REL+,6
2,M,40,21,Arousal,casa,REL+,4
2,M,40,21,Dominance,casa,REL+,6
2,M,40,21,Valence,motore,REL-,6
2,M,40,21,Arousal,motore,REL-,7
2,M,40,21,Dominance,motore,REL-,7
2,M,40,21,Valence,funerale,UNREL,3
2,M,40,21,Arousal,funerale,UNREL,7
2,M,40,21,Dominance,funerale,UNREL,1
2,M,40,21,Valence,computer,REL+,7
2,M,40,21,Arousal,computer,REL+,8
2,M,40,21,Dominance,computer,REL+,9
2,M,40,21,Valence,palazzo,REL-,4
2,M,40,21,Arousal,palazzo,REL-,4
2,M,40,21,Dominance,palazzo,REL-,6
2,M,40,21,Valence,ladro,UNREL,3
2,M,40,21,Arousal,ladro,UNREL,7
2,M,40,21,Dominance,ladro,UNREL,5
2,M,40,21,Valence,corona,REL+,4
2,M,40,21,Arousal,corona,REL+,7
2,M,40,21,Dominance,corona,REL+,4
2,M,40,21,Valence,pantalone,REL-,5
2,M,40,21,Arousal,pantalone,REL-,3
2,M,40,21,Dominance,pantalone,REL-,4
2,M,40,21,Valence,malevolenza,UNREL,3
2,M,40,21,Arousal,malevolenza,UNREL,6
2,M,40,21,Dominance,malevolenza,UNREL,4
2,M,40,21,Valence,famiglia,REL+,6
2,M,40,21,Arousal,famiglia,REL+,5
2,M,40,21,Dominance,famiglia,REL+,4
2,M,40,21,Valence,piazza,REL-,4
2,M,40,21,Arousal,piazza,REL-,6
2,M,40,21,Dominance,piazza,REL-,5
2,M,40,21,Valence,mestolo,UNREL,7
2,M,40,21,Arousal,mestolo,UNREL,5
2,M,40,21,Dominance,mestolo,UNREL,5
2,M,40,21,Valence,libertà,REL+,3
2,M,40,21,Arousal,libertà,REL+,7
2,M,40,21,Dominance,libertà,REL+,2
2,M,40,21,Valence,profumo,REL-,7
2,M,40,21,Arousal,profumo,REL-,6
2,M,40,21,Dominance,profumo,REL-,9
2,M,40,21,Valence,nettare,UNREL,7
2,M,40,21,Arousal,nettare,UNREL,3
2,M,40,21,Dominance,nettare,UNREL,9
2,M,40,21,Valence,salvare,REL+,8
2,M,40,21,Arousal,salvare,REL+,5
2,M,40,21,Dominance,salvare,REL+,6
2,M,40,21,Valence,ristorante,REL-,1
2,M,40,21,Arousal,ristorante,REL-,4
2,M,40,21,Dominance,ristorante,REL-,4
2,M,40,21,Valence,oceano,UNREL,7
2,M,40,21,Arousal,oceano,UNREL,8
2,M,40,21,Dominance,oceano,UNREL,3
2,M,40,21,Valence,febbre,REL+,1
2,M,40,21,Arousal,febbre,REL+,8
2,M,40,21,Dominance,febbre,REL+,5
2,M,40,21,Valence,mangiare,REL-,9
2,M,40,21,Arousal,mangiare,REL-,7
2,M,40,21,Dominance,mangiare,REL-,9
2,M,40,21,Valence,offendersi,UNREL,3
2,M,40,21,Arousal,offendersi,UNREL,6
2,M,40,21,Dominance,offendersi,UNREL,4
2,M,40,21,Valence,tempo,REL+,2
2,M,40,21,Arousal,tempo,REL+,5
2,M,40,21,Dominance,tempo,REL+,1
2,M,40,21,Valence,sposa,REL-,6
2,M,40,21,Arousal,sposa,REL-,5
2,M,40,21,Dominance,sposa,REL-,7
2,M,40,21,Valence,orgasmo,UNREL,9
2,M,40,21,Arousal,orgasmo,UNREL,9
2,M,40,21,Dominance,orgasmo,UNREL,9
2,M,40,21,Valence,vaiolo,REL+,2
2,M,40,21,Arousal,vaiolo,REL+,6
2,M,40,21,Dominance,vaiolo,REL+,3
2,M,40,21,Valence,tram,REL-,3
2,M,40,21,Arousal,tram,REL-,7
2,M,40,21,Dominance,tram,REL-,2
2,M,40,21,Valence,perfezione,UNREL,8
2,M,40,21,Arousal,perfezione,UNREL,8
2,M,40,21,Dominance,perfezione,UNREL,6
2,M,40,21,Valence,cioccolato,REL+,7
2,M,40,21,Arousal,cioccolato,REL+,7
2,M,40,21,Dominance,cioccolato,REL+,9
2,M,40,21,Valence,costa,REL-,5
2,M,40,21,Arousal,costa,REL-,5
2,M,40,21,Dominance,costa,REL-,8
2,M,40,21,Valence,gusto,UNREL,7
2,M,40,21,Arousal,gusto,UNREL,4
2,M,40,21,Dominance,gusto,UNREL,8
2,M,40,21,Valence,lavare,REL+,2
2,M,40,21,Arousal,lavare,REL+,7
2,M,40,21,Dominance,lavare,REL+,4
2,M,40,21,Valence,uomo,REL-,6
2,M,40,21,Arousal,uomo,REL-,2
2,M,40,21,Dominance,uomo,REL-,5
2,M,40,21,Valence,tradire,UNREL,3
2,M,40,21,Arousal,tradire,UNREL,6
2,M,40,21,Dominance,tradire,UNREL,5
3,F,29,21,PANAS+,Interessato,,3
3,F,29,21,PANAS-,Angosciato,,3
3,F,29,21,PANAS+,Eccitato,,2
3,F,29,21,PANAS-,Turbato,,2
3,F,29,21,PANAS+,Forte,,2
3,F,29,21,PANAS-,Colpevole,,1
3,F,29,21,PANAS-,Spaventato,,2
3,F,29,21,PANAS-,Ostile,,1
3,F,29,21,PANAS+,Entusiasta,,1
3,F,29,21,PANAS+,Orgoglioso,,3
3,F,29,21,PANAS-,Irritabile,,4
3,F,29,21,PANAS+,Concentrato,,4
3,F,29,21,PANAS-,Vergognato,,1
3,F,29,21,PANAS+,Ispirato,,1
3,F,29,21,PANAS-,Nervoso,,3
3,F,29,21,PANAS+,Determinato,,3
3,F,29,21,PANAS+,Attento,,3
3,F,29,21,PANAS-,Agitato,,2
3,F,29,21,PANAS+,Attivo,,3
3,F,29,21,PANAS-,Impaurito,,2
3,F,29,21,FCV-19S,Ho molta paura del coronavirus (COVID-19),,3
3,F,29,21,FCV-19S,Mi mette a disagio pensare al coronavirus (COVID-19),,4
3,F,29,21,FCV-19S,Le mie mani diventano sudate quando penso al coronavirus (COVID-19),,3
3,F,29,21,FCV-19S,Sono preoccupato/a di perdere la mia vita a causa del coronavirus (COVID-19),,1
3,F,29,21,FCV-19S,"Quando guardo le notizie e storie sul coronavirus (COVID-19) sui social media, divento nervoso e ansioso",,4
3,F,29,21,FCV-19S,Non riesco a dormire perché sono preoccupato di contrarre il coronavirus (COVID-19),,1
3,F,29,21,FCV-19S,Il mio cuore batte più velocemente o palpita quando penso di poter contrarre il coronavirus (COVID-19),,2
3,F,29,21,Valence,burro,REL+,8
3,F,29,21,Arousal,burro,REL+,5
3,F,29,21,Dominance,burro,REL+,9
3,F,29,21,Valence,autobus,REL-,5
3,F,29,21,Arousal,autobus,REL-,4
3,F,29,21,Dominance,autobus,REL-,6
3,F,29,21,Valence,affogare,UNREL,1
3,F,29,21,Arousal,affogare,UNREL,9
3,F,29,21,Dominance,affogare,UNREL,2
3,F,29,21,Valence,mondo,REL+,7
3,F,29,21,Arousal,mondo,REL+,6
3,F,29,21,Dominance,mondo,REL+,5
3,F,29,21,Valence,dormire,REL-,8
3,F,29,21,Arousal,dormire,REL-,2
3,F,29,21,Dominance,dormire,REL-,5
3,F,29,21,Valence,baco,UNREL,5
3,F,29,21,Arousal,baco,UNREL,5
3,F,29,21,Dominance,baco,UNREL,8
3,F,29,21,Valence,muffin,REL+,9
3,F,29,21,Arousal,muffin,REL+,7
3,F,29,21,Dominance,muffin,REL+,8
3,F,29,21,Valence,giacca,REL-,5
3,F,29,21,Arousal,giacca,REL-,5
3,F,29,21,Dominance,giacca,REL-,8
3,F,29,21,Valence,cannone,UNREL,2
3,F,29,21,Arousal,cannone,UNREL,6
3,F,29,21,Dominance,cannone,UNREL,3
3,F,29,21,Valence,notizie,REL+,5
3,F,29,21,Arousal,notizie,REL+,6
3,F,29,21,Dominance,notizie,REL+,5
3,F,29,21,Valence,hotel,REL-,6
3,F,29,21,Arousal,hotel,REL-,6
3,F,29,21,Dominance,hotel,REL-,6
3,F,29,21,Valence,cappio,UNREL,1
3,F,29,21,Arousal,cappio,UNREL,7
3,F,29,21,Dominance,cappio,UNREL,4
3,F,29,21,Valence,peste,REL+,1
3,F,29,21,Arousal,peste,REL+,8
3,F,29,21,Dominance,peste,REL+,3
3,F,29,21,Valence,tumore,REL-,1
3,F,29,21,Arousal,tumore,REL-,7
3,F,29,21,Dominance,tumore,REL-,1
3,F,29,21,Valence,corridore,UNREL,8
3,F,29,21,Arousal,corridore,UNREL,7
3,F,29,21,Dominance,corridore,UNREL,7
3,F,29,21,Valence,salute,REL+,8
3,F,29,21,Arousal,salute,REL+,6
3,F,29,21,Dominance,salute,REL+,5
3,F,29,21,Valence,vacanza,REL-,9
3,F,29,21,Arousal,vacanza,REL-,9
3,F,29,21,Dominance,vacanza,REL-,6
3,F,29,21,Valence,dipendente,UNREL,5
3,F,29,21,Arousal,dipendente,UNREL,5
3,F,29,21,Dominance,dipendente,UNREL,5
3,F,29,21,Valence,sole,REL+,8
3,F,29,21,Arousal,sole,REL+,8
3,F,29,21,Dominance,sole,REL+,7
3,F,29,21,Valence,viaggio,REL-,8
3,F,29,21,Arousal,viaggio,REL-,8
3,F,29,21,Dominance,viaggio,REL-,7
3,F,29,21,Valence,disturbare,UNREL,4
3,F,29,21,Arousal,disturbare,UNREL,6
3,F,29,21,Dominance,disturbare,UNREL,5
3,F,29,21,Valence,termometro,REL+,4
3,F,29,21,Arousal,termometro,REL+,5
3,F,29,21,Dominance,termometro,REL+,8
3,F,29,21,Valence,villaggio,REL-,7
3,F,29,21,Arousal,villaggio,REL-,6
3,F,29,21,Dominance,villaggio,REL-,6
3,F,29,21,Valence,fetore,UNREL,1
3,F,29,21,Arousal,fetore,UNREL,7
3,F,29,21,Dominance,fetore,UNREL,3
3,F,29,21,Valence,torta,REL+,9
3,F,29,21,Arousal,torta,REL+,8
3,F,29,21,Dominance,torta,REL+,8
3,F,29,21,Valence,matrimonio,REL-,8
3,F,29,21,Arousal,matrimonio,REL-,7
3,F,29,21,Dominance,matrimonio,REL-,7
3,F,29,21,Valence,firmamento,UNREL,9
3,F,29,21,Arousal,firmamento,UNREL,7
3,F,29,21,Dominance,firmamento,UNREL,8
3,F,29,21,Valence,casa,REL+,8
3,F,29,21,Arousal,casa,REL+,8
3,F,29,21,Dominance,casa,REL+,6
3,F,29,21,Valence,motore,REL-,5
3,F,29,21,Arousal,motore,REL-,5
3,F,29,21,Dominance,motore,REL-,5
3,F,29,21,Valence,funerale,UNREL,1
3,F,29,21,Arousal,funerale,UNREL,8
3,F,29,21,Dominance,funerale,UNREL,3
3,F,29,21,Valence,computer,REL+,5
3,F,29,21,Arousal,computer,REL+,6
3,F,29,21,Dominance,computer,REL+,7
3,F,29,21,Valence,palazzo,REL-,5
3,F,29,21,Arousal,palazzo,REL-,5
3,F,29,21,Dominance,palazzo,REL-,7
3,F,29,21,Valence,ladro,UNREL,3
3,F,29,21,Arousal,ladro,UNREL,7
3,F,29,21,Dominance,ladro,UNREL,4
3,F,29,21,Valence,corona,REL+,5
3,F,29,21,Arousal,corona,REL+,5
3,F,29,21,Dominance,corona,REL+,5
3,F,29,21,Valence,pantalone,REL-,5
3,F,29,21,Arousal,pantalone,REL-,5
3,F,29,21,Dominance,pantalone,REL-,8
3,F,29,21,Valence,malevolenza,UNREL,3
3,F,29,21,Arousal,malevolenza,UNREL,7
3,F,29,21,Dominance,malevolenza,UNREL,4
3,F,29,21,Valence,famiglia,REL+,9
3,F,29,21,Arousal,famiglia,REL+,7
3,F,29,21,Dominance,famiglia,REL+,8
3,F,29,21,Valence,piazza,REL-,5
3,F,29,21,Arousal,piazza,REL-,5
3,F,29,21,Dominance,piazza,REL-,6
3,F,29,21,Valence,mestolo,UNREL,5
3,F,29,21,Arousal,mestolo,UNREL,5
3,F,29,21,Dominance,mestolo,UNREL,9
3,F,29,21,Valence,libertà,REL+,9
3,F,29,21,Arousal,libertà,REL+,8
3,F,29,21,Dominance,libertà,REL+,7
3,F,29,21,Valence,profumo,REL-,7
3,F,29,21,Arousal,profumo,REL-,6
3,F,29,21,Dominance,profumo,REL-,8
3,F,29,21,Valence,nettare,UNREL,5
3,F,29,21,Arousal,nettare,UNREL,5
3,F,29,21,Dominance,nettare,UNREL,5
3,F,29,21,Valence,salvare,REL+,8
3,F,29,21,Arousal,salvare,REL+,7
3,F,29,21,Dominance,salvare,REL+,6
3,F,29,21,Valence,ristorante,REL-,5
3,F,29,21,Arousal,ristorante,REL-,5
3,F,29,21,Dominance,ristorante,REL-,7
3,F,29,21,Valence,oceano,UNREL,8
3,F,29,21,Arousal,oceano,UNREL,6
3,F,29,21,Dominance,oceano,UNREL,8
3,F,29,21,Valence,febbre,REL+,3
